4
4
1 2
4
0.5182	8.126
0.6096	7.7998
0.7925	7.8669
1.4326	7.6322
1.7983	7.5956
1.8288	7.5865
2.286	7.428
2.4689	7.4036
3.3833	7.3426
3.4747	7.3457
4.2977	7.2481
4.9073	7.2878
5.273	7.3091
6.2789	7.3152
6.5837	7.3152
7.3457	7.3091
8.443	7.4036
9.2659	7.4889
10.0889	6.9769
10.2413	6.8915
11.2471	6.5776
11.6738	6.474
12.192	6.4038
12.8321	6.3033
13.5026	6.1173
13.8684	6.0777
14.0818	5.9985
14.7523	5.9466
15.7277	5.8247
16.3068	5.7241
16.4897	5.7241
16.8859	5.8064
17.0383	5.7942
17.7089	5.9924
18.0137	6.1844
18.1966	6.3033
18.6538	6.4038
18.7452	6.413
19.3853	6.4679
19.4158	6.4831
19.9949	6.6264
20.1168	6.6782
20.4521	6.7605
21.1836	6.9372
21.9456	7.1689
22.7076	7.2085
23.2867	7.239
23.4086	7.239
23.5306	7.2481
24.2621	7.3061
24.8107	7.367
25.0546	7.4005
26.1214	7.5529
27.432	7.7907
28.6207	8.0589
29.6875	8.3546
44.20
